기간	자치구	행정동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상
2018	성북구	길음1동	한국인	37,637	1,798	2,835	2,613	2,297	1,837	1,647	1,992	3,597	4,131	4,185	2,565	2,090	1,853	1,277	1,138	926	488	232	79	33	24
2018	성북구	길음1동	외국인	192	5	11	3	5	32	9	32	21	24	19	6	9	10	3	1	1	1	-	-	-	-
2018	성북구	길음2동	계	11,767	378	509	510	579	752	742	694	901	919	1,114	954	982	825	671	452	407	213	100	37	13	15
2018	성북구	길음2동	한국인	11,643	377	507	509	573	713	731	677	893	912	1,110	943	970	821	670	452	407	213	100	37	13	15
2018	성북구	길음2동	외국인	124	1	2	1	6	39	11	17	8	7	4	11	12	4	1	-	-	-	-	-	-	-
2018	성북구	월곡1동	계	27,854	1,055	1,408	1,421	1,386	1,520	1,620	1,595	2,324	2,363	2,670	2,097	2,143	1,976	1,395	1,140	943	494	201	64	19	20
2018	성북구	월곡1동	한국인	27,628	1,048	1,404	1,419	1,378	1,503	1,593	1,563	2,295	2,343	2,646	2,080	2,116	1,966	1,394	1,140	942	494	201	64	19	20
2018	성북구	월곡1동	외국인	226	7	4	2	8	17	27	32	29	20	24	17	27	10	1	-	1	-	-	-	-	-
2018	성북구	월곡2동	계	20,702	680	712	718	921	1,747	1,837	1,430	1,596	1,418	1,767	1,591	1,558	1,453	1,033	819	728	413	184	69	17	11
2018	성북구	월곡2동	한국인	20,118	645	699	712	900	1,635	1,692	1,338	1,550	1,391	1,741	1,558	1,544	1,444	1,031	818	728	411	184	69	17	11
2018	성북구	월곡2동	외국인	584	35	13	6	21	112	145	92	46	27	26	33	14	9	2	1	-	2	-	-	-	-
2018	성북구	장위1동	계	21,228	504	612	721	1,122	1,545	1,534	1,277	1,385	1,445	1,887	2,011	2,042	1,687	1,149	881	763	412	166	59	11	15
2018	성북구	장위1동	한국인	21,020	495	610	719	1,119	1,530	1,506	1,249	1,354	1,420	1,866	1,995	2,027	1,679	1,146	881	762	412	165	59	11	15
2018	성북구	장위1동	외국인	208	9	2	2	3	15	28	28	31	25	21	16	15	8	3	-	1	-	1	-	-	-
2018	성북구	장위2동	계	15,069	282	412	462	684	986	992	823	954	950	1,352	1,379	1,429	1,278	982	824	673	361	151	48	24	23
2018	성북구	장위2동	한국인	14,795	272	404	453	680	954	945	789	925	930	1,320	1,361	1,409	1,275	975	823	673	361	151	48	24	23
2018	성북구	장위2동	외국인	274	10	8	9	4	32	47	34	29	20	32	18	20	3	7	1	-	-	-	-	-	-
2018	성북구	장위3동	계	11,689	369	506	459	632	741	687	630	888	862	1,065	1,015	1,042	903	626	507	406	226	80	23	8	14
2018	성북구	장위3동	한국인	11,490	362	503	457	627	710	640	592	865	853	1,057	1,005	1,032	897	626	507	406	226	80	23	8	14
2018	성북구	장위3동	외국인	199	7	3	2	5	31	47	38	23	9	8	10	10	6	-	-	-	-	-	-	-	-
2018	성북구	성북동	계	17,902	429	552	625	829	1,229	1,618	1,406	1,393	1,244	1,655	1,454	1,412	1,114	788	746	645	430	209	79	32	13
2018	성북구	성북동	한국인	17,363	421	538	598	801	1,174	1,557	1,334	1,341	1,202	1,600	1,406	1,368	1,099	781	741	641	430	207	79	32	13
2018	성북구	성북동	외국인	539	8	14	27	28	55	61	72	52	42	55	48	44	15	7	5	4	-	2	-	-	-
2018	성북구	삼선동	계	26,971	662	838	982	1,396	2,304	2,586	2,018	1,991	1,948	2,467	2,067	1,997	1,706	1,163	1,042	914	539	217	80	25	29
2018	성북구	삼선동	한국인	26,409	654	829	978	1,346	2,099	2,495	1,959	1,951	1,933	2,442	2,051	1,981	1,694	1,156	1,041	911	538	217	80	25	29
2018	성북구	삼선동	외국인	562	8	9	4	50	205	91	59	40	15	25	16	16	12	7	1	3	1	-	-	-	-
2018	성북구	동선동	계	16,386	327	367	418	724	2,344	2,297	1,579	1,217	1,004	1,212	945	947	836	617	574	498	274	123	51	16	16
2018	성북구	동선동	한국인	15,539	318	361	417	658	1,884	2,160	1,520	1,200	990	1,193	929	932	828	614	567	495	270	120	51	16	16
2018	성북구	동선동	외국인	847	9	6	1	66	460	137	59	17	14	19	16	15	8	3	7	3	4	3	-	-	-
2018	성북구	종암동	계	42,876	1,476	1,766	1,918	2,362	3,845	3,338	2,661	3,275	3,201	3,836	3,264	3,209	2,609	1,775	1,536	1,335	830	395	155	53	37
2018	성북구	종암동	한국인	40,931	1,464	1,755	1,908	2,131	2,853	2,983	2,537	3,221	3,171	3,792	3,230	3,180	2,597	1,772	1,534	1,333	830	395	155	53	37
2018	성북구	종암동	외국인	1,945	12	11	10	231	992	355	124	54	30	44	34	29	12	3	2	2	-	-	-	-	-
2018	성북구	석관동	계	34,046	972	1,058	1,001	1,395	2,510	2,506	2,157	2,631	2,251	2,894	2,828	3,141	2,728	1,952	1,612	1,345	700	235	90	25	15
2018	성북구	석관동	한국인	33,153	939	1,039	988	1,375	2,287	2,365	2,053	2,557	2,207	2,848	2,768	3,076	2,693	1,943	1,608	1,343	699	235	90	25	15
2018	성북구	석관동	외국인	893	33	19	13	20	223	141	104	74	44	46	60	65	35	9	4	2	1	-	-	-	-
2018	강북구	소계	계	322,915	8,683	10,390	10,747	14,666	21,688	23,249	20,120	24,164	22,853	28,337	26,643	28,378	24,801	18,223	15,796	13,091	6,866	2,718	960	311	231
2018	강북구	소계	한국인	319,164	8,589	10,332	10,723	14,538	21,142	22,700	19,647	23,799	22,607	28,054	26,280	27,990	24,660	18,177	15,771	13,083	6,860	2,714	959	310	229
2018	강북구	소계	외국인	3,751	94	58	24	128	546	549	473	365	246	283	363	388	141	46	25	8	6	4	1	1	2
2018	강북구	번1동	계	19,964	419	457	511	766	1,571	1,875	1,477	1,643	1,471	1,708	1,576	1,727	1,418	1,026	998	722	377	140	60	11	11
2018	강북구	번1동	한국인	19,572	407	452	508	740	1,502	1,826	1,435	1,607	1,441	1,680	1,542	1,692	1,404	1,021	994	722	377	140	60	11	11
2018	강북구	번1동	외국인	392	12	5	3	26	69	49	42	36	30	28	34	35	14	5	4	-	-	-	-	-	-
2018	강북구	번2동	계	17,504	413	494	533	798	1,128	1,142	947	1,231	1,197	1,560	1,386	1,608	1,405	1,148	1,039	865	372	168	56	10	4
2018	강북구	번2동	한국인	17,381	409	492	530	795	1,116	1,128	937	1,218	1,190	1,541	1,372	1,595	1,401	1,145	1,038	865	371	168	56	10	4
2018	강북구	번2동	외국인	123	4	2	3	3	12	14	10	13	7	19	14	13	4	3	1	-	1	-	-	-	-
2018	강북구	번3동	계	18,967	517	639	690	963	1,169	1,033	859	1,329	1,424	1,635	1,429	1,524	1,378	1,274	1,322	1,070	442	172	63	23	12
2018	강북구	번3동	한국인	18,889	516	639	690	963	1,157	1,022	844	1,319	1,418	1,632	1,419	1,519	1,374	1,273	1,322	1,070	442	172	63	23	12
2018	강북구	번3동	외국인	78	1	-	-	-	12	11	15	10	6	3	10	5	4	1	-	-	-	-	-	-	-
2018	강북구	수유1동	계	22,338	576	660	675	935	1,520	1,815	1,468	1,637	1,478	1,860	1,835	2,084	1,746	1,300	1,065	871	493	196	68	21	35
2018	강북구	수유1동	한국인	22,065	570	657	673	933	1,494	1,769	1,432	1,605	1,466	1,839	1,805	2,047	1,731	1,297	1,063	871	493	196	68	21	35
2018	강북구	수유1동	외국인	273	6	3	2	2	26	46	36	32	12	21	30	37	15	3	2	-	-	-	-	-	-
2018	강북구	수유2동	계	22,526	630	650	686	1,009	1,554	1,612	1,311	1,597	1,531	1,925	1,884	2,027	1,784	1,315	1,087	1,006	569	253	73	19	4
2018	강북구	수유2동	한국인	22,379	626	647	686	992	1,536	1,597	1,295	1,583	1,514	1,916	1,872	2,017	1,776	1,313	1,086	1,006	569	253	72	19	4
2018	강북구	수유2동	외국인	147	4	3	-	17	18	15	16	14	17	9	12	10	8	2	1	-	-	-	1	-	-
2018	강북구	수유3동	계	24,280	550	520	490	830	1,928	2,392	1,923	1,897	1,568	2,014	2,062	2,142	1,854	1,277	1,115	943	502	174	59	23	17
2018	강북구	수유3동	한국인	23,863	540	516	489	813	1,855	2,320	1,874	1,869	1,541	1,976	2,028	2,094	1,842	1,275	1,113	943	502	174	59	23	17
2018	강북구	수유3동	외국인	417	10	4	1	17	73	72	49	28	27	38	34	48	12	2	2	-	-	-	-	-	-
2018	강북구	삼양동	계	26,575	775	852	954	1,382	1,721	1,665	1,573	2,033	1,798	2,360	2,362	2,400	2,059	1,518	1,249	1,008	519	208	83	30	26
2018	강북구	삼양동	한국인	26,379	772	850	954	1,380	1,694	1,629	1,547	2,005	1,783	2,352	2,343	2,376	2,055	1,516	1,249	1,008	519	208	83	30	26
2018	강북구	삼양동	외국인	196	3	2	-	2	27	36	26	28	15	8	19	24	4	2	-	-	-	-	-	-	-
2018	강북구	미아동	계	23,228	480	573	651	956	1,839	2,026	1,620	1,675	1,507	1,914	1,926	2,119	1,874	1,282	1,058	950	512	183	57	14	12
2018	강북구	미아동	한국인	22,707	462	560	647	935	1,722	1,946	1,546	1,634	1,490	1,882	1,898	2,074	1,855	1,278	1,055	949	510	182	57	14	11
2018	강북구	미아동	외국인	521	18	13	4	21	117	80	74	41	17	32	28	45	19	4	3	1	2	1	-	-	1
2018	강북구	송중동	계	29,549	672	897	927	1,242	1,922	2,290	1,999	2,189	2,090	2,553	2,398	2,639	2,422	1,742	1,467	1,139	593	238	76	28	26
2018	강북구	송중동	한국인	28,967	654	885	923	1,232	1,830	2,210	1,927	2,136	2,053	2,510	2,330	2,586	2,395	1,734	1,465	1,138	593	237	76	28	25
2018	강북구	송중동	외국인	582	18	12	4	10	92	80	72	53	37	43	68	53	27	8	2	1	-	1	-	-	1
2018	강북구	송천동	계	29,519	670	770	819	1,195	1,895	2,133	1,838	2,071	1,924	2,465	2,726	2,864	2,552	1,792	1,490	1,247	682	245	93	29	19
2018	강북구	송천동	한국인	29,023	660	764	814	1,180	1,841	2,066	1,789	2,032	1,885	2,427	2,661	2,785	2,536	1,787	1,486	1,243	681	245	93	29	19
2018	강북구	송천동	외국인	496	10	6	5	15	54	67	49	39	39	38	65	79	16	5	4	4	1	-	-	-	-
2018	강북구	삼각산동	계	33,524	1,438	2,123	2,070	2,221	1,901	1,543	1,698	2,906	3,234	3,745	2,554	2,289	1,824	1,286	1,055	837	486	191	72	29	22
2018	강북구	삼각산동	한국인	33,387	1,435	2,120	2,069	2,216	1,896	1,528	1,679	2,882	3,221	3,731	2,543	2,278	1,817	1,283	1,053	836	486	191	72	29	22
2018	강북구	삼각산동	외국인	137	3	3	1	5	5	15	19	24	13	14	11	11	7	3	2	1	-	-	-	-	-
2018	강북구	우이동	계	21,895	650	693	676	966	1,436	1,398	1,338	1,550	1,411	1,889	1,795	1,930	1,777	1,302	1,149	1,033	518	234	85	38	27
2018	강북구	우이동	한국인	21,760	647	692	676	960	1,428	1,385	1,314	1,533	1,398	1,876	1,783	1,921	1,771	1,298	1,146	1,032	517	233	85	38	27
2018	강북구	우이동	외국인	135	3	1	-	6	8	13	24	17	13	13	12	9	6	4	3	1	1	1	-	-	-
2018	강북구	인수동	계	33,046	893	1,062	1,065	1,403	2,104	2,325	2,069	2,406	2,220	2,709	2,710	3,025	2,708	1,961	1,702	1,400	801	316	115	36	16
2018	강북구	인수동	한국인	32,792	891	1,058	1,064	1,399	2,071	2,274	2,028	2,376	2,207	2,692	2,684	3,006	2,703	1,957	1,701	1,400	800	315	115	35	16
2018	강북구	인수동	외국인	254	2	4	1	4	33	51	41	30	13	17	26	19	5	4	1	-	1	1	-	1	-
2018	도봉구	소계	계	341,649	10,309	11,969	12,703	17,091	23,047	23,735	20,985	25,098	23,562	29,942	28,999	30,940	27,305	17,952	14,433	12,022	6,759	3,197	1,150	305	146
2018	도봉구	소계	한국인	339,413	10,250	11,934	12,679	17,020	22,711	23,384	20,669	24,863	23,386	29,744	28,818	30,797	27,232	17,933	14,422	12,018	6,757	3,196	1,149	305	146
2018	도봉구	소계	외국인	2,236	59	35	24	71	336	351	316	235	176	198	181	143	73	19	11	4	2	1	1	-	-
2018	도봉구	쌍문1동	계	22,428	594	734	820	1,163	1,621	1,589	1,237	1,526	1,558	2,002	1,893	1,931	1,788	1,223	1,043	937	476	179	79	18	17
2018	도봉구	쌍문1동	한국인	22,185	589	732	818	1,151	1,546	1,542	1,213	1,510	1,538	1,984	1,883	1,924	1,785	1,221	1,043	937	476	179	79	18	17
2018	도봉구	쌍문1동	외국인	243	5	2	2	12	75	47	24	16	20	18	10	7	3	2	-	-	-	-	-	-	-
2018	도봉구	쌍문2동	계	20,580	651	608	652	1,039	1,344	1,518	1,399	1,671	1,354	1,709	1,692	1,845	1,645	1,072	870	732	442	223	80	20	14
2018	도봉구	쌍문2동	한국인	20,387	649	607	651	1,036	1,314	1,453	1,366	1,657	1,346	1,703	1,677	1,841	1,637	1,072	868	732	441	223	80	20	14
2018	도봉구	쌍문2동	외국인	193	2	1	1	3	30	65	33	14	8	6	15	4	8	-	2	-	1	-	-	-	-
2018	도봉구	쌍문3동	계	17,406	490	477	481	713	1,204	1,424	1,224	1,401	1,205	1,401	1,436	1,490	1,340	973	859	711	355	152	48	17	5
2018	도봉구	쌍문3동	한국인	17,234	486	474	479	706	1,176	1,400	1,206	1,383	1,195	1,386	1,417	1,476	1,333	970	859	711	355	152	48	17	5
2018	도봉구	쌍문3동	외국인	172	4	3	2	7	28	24	18	18	10	15	19	14	7	3	-	-	-	-	-	-	-
2018	도봉구	쌍문4동	계	20,102	557	822	984	1,243	1,436	1,389	1,168	1,363	1,360	1,925	1,762	1,904	1,598	854	570	559	328	181	87	8	4
2018	도봉구	쌍문4동	한국인	20,053	555	821	982	1,243	1,429	1,383	1,161	1,358	1,358	1,921	1,759	1,900	1,596	851	569	559	328	181	87	8	4
2018	도봉구	쌍문4동	외국인	49	2	1	2	-	7	6	7	5	2	4	3	4	2	3	1	-	-	-	-	-	-
2018	도봉구	방학1동	계	30,563	798	1,009	1,071	1,504	2,211	2,182	1,746	2,069	2,058	2,656	2,697	2,920	2,611	1,673	1,359	1,070	534	251	104	30	10
2018	도봉구	방학1동	한국인	30,255	795	1,007	1,070	1,489	2,125	2,145	1,710	2,036	2,044	2,628	2,674	2,904	2,601	1,671	1,358	1,069	534	251	104	30	10
2018	도봉구	방학1동	외국인	308	3	2	1	15	86	37	36	33	14	28	23	16	10	2	1	1	-	-	-	-	-
2018	도봉구	방학2동	계	21,648	530	648	700	1,079	1,503	1,475	1,195	1,436	1,386	1,972	1,992	2,031	1,809	1,259	1,015	869	438	191	82	25	13
2018	도봉구	방학2동	한국인	21,440	524	644	699	1,077	1,480	1,451	1,177	1,418	1,360	1,943	1,967	2,010	1,799	1,259	1,014	869	438	191	82	25	13
2018	도봉구	방학2동	외국인	208	6	4	1	2	23	24	18	18	26	29	25	21	10	-	1	-	-	-	-	-	-
2018	도봉구	방학3동	계	29,336	930	1,286	1,478	1,660	1,912	1,956	1,622	1,916	2,040	2,696	2,443	2,822	2,414	1,392	924	825	573	313	107	21	6
2018	도봉구	방학3동	한국인	29,269	928	1,285	1,478	1,660	1,907	1,948	1,605	1,906	2,031	2,692	2,438	2,817	2,413	1,392	924	825	573	313	107	21	6
2018	도봉구	방학3동	외국인	67	2	1	-	-	5	8	17	10	9	4	5	5	1	-	-	-	-	-	-	-	-
2018	도봉구	창1동	계	26,725	827	1,050	1,192	1,323	1,745	1,806	1,732	2,156	2,049	2,510	2,173	2,197	1,925	1,246	1,060	871	491	244	98	24	6
2018	도봉구	창1동	한국인	26,571	824	1,047	1,189	1,321	1,734	1,784	1,708	2,139	2,034	2,492	2,160	2,185	1,919	1,244	1,059	870	491	243	98	24	6
2018	도봉구	창1동	외국인	154	3	3	3	2	11	22	24	17	15	18	13	12	6	2	1	1	-	1	-	-	-
2018	도봉구	창2동	계	31,351	1,146	1,144	1,106	1,540	2,145	2,330	2,210	2,558	2,339	2,719	2,648	2,712	2,203	1,501	1,210	985	535	239	62	17	2
2018	도봉구	창2동	한국인	31,074	1,134	1,137	1,103	1,528	2,126	2,279	2,171	2,526	2,312	2,700	2,621	2,690	2,197	1,500	1,210	985	535	239	62	17	2
2018	도봉구	창2동	외국인	277	12	7	3	12	19	51	39	32	27	19	27	22	6	1	-	-	-	-	-	-	-
2018	도봉구	창3동	계	15,150	438	513	534	739	990	992	869	1,116	1,077	1,342	1,357	1,366	1,146	849	712	606	307	125	44	16	12
2018	도봉구	창3동	한국인	15,050	434	511	534	737	985	978	851	1,104	1,071	1,330	1,344	1,360	1,142	847	712	606	307	125	44	16	12
2018	도봉구	창3동	외국인	100	4	2	-	2	5	14	18	12	6	12	13	6	4	2	-	-	-	-	-	-	-
2018	도봉구	창4동	계	28,464	964	1,167	1,352	1,691	2,078	1,794	1,653	2,124	2,088	2,800	2,510	2,515	1,973	1,122	931	763	515	287	103	28	6
2018	도봉구	창4동	한국인	28,379	958	1,164	1,350	1,688	2,067	1,787	1,637	2,110	2,084	2,798	2,504	2,509	1,972	1,120	929	763	515	287	103	28	6
2018	도봉구	창4동	외국인	85	6	3	2	3	11	7	16	14	4	2	6	6	1	2	2	-	-	-	-	-	-
2018	도봉구	창5동	계	26,029	899	900	934	1,381	1,822	1,864	1,838	1,961	1,709	2,196	2,257	2,371	2,069	1,284	920	781	495	239	77	22	10
2018	도봉구	창5동	한국인	25,927	897	898	932	1,378	1,810	1,851	1,814	1,952	1,695	2,187	2,256	2,365	2,065	1,283	920	781	495	239	77	22	10
2018	도봉구	창5동	외국인	102	2	2	2	3	12	13	24	9	14	9	1	6	4	1	-	-	-	-	-	-	-
2018	도봉구	도봉1동	계	22,839	515	619	553	870	1,418	1,472	1,273	1,553	1,433	1,839	1,890	2,204	2,064	1,611	1,441	1,121	604	244	70	28	17
2018	도봉구	도봉1동	한국인	22,686	510	619	549	864	1,407	1,450	1,247	1,536	1,422	1,821	1,879	2,194	2,056	1,611	1,439	1,120	603	244	70	28	17
2018	도봉구	도봉1동	외국인	153	5	-	4	6	11	22	26	17	11	18	11	10	8	-	2	1	1	-	-	-	-
2018	도봉구	도봉2동	계	29,028	970	992	846	1,146	1,618	1,944	1,819	2,248	1,906	2,175	2,249	2,632	2,720	1,893	1,519	1,192	666	329	109	31	24
2018	도봉구	도봉2동	한국인	28,903	967	988	845	1,142	1,605	1,933	1,803	2,228	1,896	2,159	2,239	2,622	2,717	1,892	1,518	1,191	666	329	108	31	24
2018	도봉구	도봉2동	외국인	125	3	4	1	4	13	11	16	20	10	16	10	10	3	1	1	1	-	-	1	-	-
2018	노원구	소계	계	548,160	17,222	21,047	25,948	34,889	42,028	36,323	32,181	39,995	41,100	53,009	45,757	44,207	37,358	25,040	19,279	16,052	9,757	4,651	1,617	458	242
2018	노원구	소계	한국인	543,752	17,146	21,001	25,920	34,524	40,739	35,632	31,707	39,669	40,848	52,750	45,508	44,014	37,262	25,011	19,260	16,043	9,753	4,650	1,616	458	241
2018	노원구	소계	외국인	4,408	76	46	28	365	1,289	691	474	326	252	259	249	193	96	29	19	9	4	1	1	-	1
2018	노원구	월계1동	계	24,087	722	815	826	1,068	2,348	1,942	1,492	1,779	1,781	1,923	1,810	1,939	1,715	1,370	1,033	782	436	200	74	19	13
2018	노원구	월계1동	한국인	23,575	715	807	826	1,047	2,128	1,849	1,435	1,757	1,761	1,900	1,794	1,922	1,709	1,368	1,033	782	436	200	74	19	13
2018	노원구	월계1동	외국인	512	7	8	-	21	220	93	57	22	20	23	16	17	6	2	-	-	-	-	-	-	-
2018	노원구	월계2동	계	26,692	866	986	977	1,375	1,706	1,467	1,409	2,013	2,022	2,283	2,149	2,299	2,233	1,686	1,222	980	558	310	104	39	8
2018	노원구	월계2동	한국인	26,541	865	982	975	1,368	1,669	1,456	1,398	2,003	2,011	2,262	2,127	2,290	2,231	1,685	1,221	979	558	310	104	39	8
2018	노원구	월계2동	외국인	151	1	4	2	7	37	11	11	10	11	21	22	9	2	1	1	1	-	-	-	-	-
2018	노원구	월계3동	계	32,496	1,409	1,380	1,148	1,305	1,872	2,038	2,363	3,021	2,441	2,599	2,366	2,625	2,592	1,790	1,373	1,132	622	288	96	23	13
2018	노원구	월계3동	한국인	32,309	1,399	1,376	1,146	1,302	1,859	2,023	2,326	2,994	2,422	2,587	2,345	2,613	2,583	1,789	1,372	1,131	622	288	96	23	13
2018	노원구	월계3동	외국인	187	10	4	2	3	13	15	37	27	19	12	21	12	9	1	1	1	-	-	-	-	-
2018	노원구	공릉2동	계	41,539	1,505	1,858	2,269	2,733	3,852	3,004	2,583	3,210	3,271	3,914	3,171	3,068	2,490	1,626	1,139	886	563	272	87	27	11
2018	노원구	공릉2동	한국인	41,026	1,495	1,855	2,263	2,675	3,671	2,902	2,528	3,180	3,251	3,903	3,158	3,058	2,482	1,623	1,137	885	563	272	87	27	11
2018	노원구	공릉2동	외국인	513	10	3	6	58	181	102	55	30	20	11	13	10	8	3	2	1	-	-	-	-	-
2018	노원구	하계1동	계	29,901	547	793	1,419	2,625	3,497	2,228	1,488	1,564	1,840	2,966	2,667	2,510	1,893	1,218	901	802	560	258	98	20	7
2018	노원구	하계1동	한국인	29,377	545	791	1,419	2,544	3,242	2,128	1,460	1,547	1,830	2,956	2,661	2,506	1,888	1,216	900	801	560	258	98	20	7
2018	노원구	하계1동	외국인	524	2	2	-	81	255	100	28	17	10	10	6	4	5	2	1	1	-	-	-	-	-
2018	노원구	하계2동	계	23,852	662	1,040	1,464	1,801	1,821	1,524	1,259	1,506	1,919	2,549	2,126	1,999	1,305	869	737	580	410	204	52	21	4
2018	노원구	하계2동	한국인	23,792	662	1,039	1,464	1,800	1,817	1,517	1,249	1,497	1,917	2,537	2,118	1,997	1,305	868	734	580	410	204	52	21	4
2018	노원구	하계2동	외국인	60	-	1	-	1	4	7	10	9	2	12	8	2	-	1	3	-	-	-	-	-	-
2018	노원구	중계본동	계	26,863	428	1,271	2,154	2,730	2,203	1,516	857	1,218	2,231	3,485	2,726	2,099	1,420	740	598	547	379	166	64	20	11
2018	노원구	중계본동	한국인	26,780	428	1,270	2,154	2,728	2,197	1,500	849	1,203	2,225	3,474	2,720	2,093	1,417	737	598	547	379	166	64	20	11
2018	노원구	중계본동	외국인	83	-	1	-	2	6	16	8	15	6	11	6	6	3	3	-	-	-	-	-	-	-
2018	노원구	중계1동	계	28,351	473	1,559	2,921	3,203	1,977	1,292	744	1,378	2,710	4,300	2,650	1,841	1,118	642	537	465	328	145	46	10	12
2018	노원구	중계1동	한국인	28,265	472	1,559	2,921	3,202	1,964	1,268	731	1,365	2,705	4,292	2,647	1,839	1,116	642	536	465	328	145	46	10	12
2018	노원구	중계1동	외국인	86	1	-	-	1	13	24	13	13	5	8	3	2	2	-	1	-	-	-	-	-	-
2018	노원구	중계4동	계	21,841	578	794	1,052	1,607	1,577	1,189	995	1,312	1,632	2,315	1,949	1,722	1,491	1,116	1,002	747	458	204	72	18	11
2018	노원구	중계4동	한국인	21,758	573	792	1,050	1,607	1,572	1,178	986	1,304	1,626	2,307	1,938	1,717	1,484	1,113	1,001	747	458	204	72	18	11
2018	노원구	중계4동	외국인	83	5	2	2	-	5	11	9	8	6	8	11	5	7	3	1	-	-	-	-	-	-
2018	노원구	상계1동	계	41,010	1,253	1,464	1,583	2,243	2,992	2,878	2,439	3,016	2,724	3,682	3,543	3,808	3,247	2,013	1,494	1,265	769	360	145	42	50
2018	노원구	상계1동	한국인	40,844	1,251	1,463	1,582	2,243	2,977	2,851	2,420	2,997	2,705	3,661	3,528	3,794	3,246	2,009	1,489	1,264	768	360	144	42	50
2018	노원구	상계1동	외국인	166	2	1	1	-	15	27	19	19	19	21	15	14	1	4	5	1	1	-	1	-	-
2018	노원구	상계2동	계	21,624	551	606	802	1,355	1,831	1,770	1,227	1,362	1,401	2,068	2,000	2,038	1,608	1,013	735	642	356	168	59	20	12
2018	노원구	상계2동	한국인	21,447	545	604	800	1,352	1,808	1,749	1,205	1,345	1,381	2,048	1,978	2,024	1,604	1,013	735	642	355	168	59	20	12
2018	노원구	상계2동	외국인	177	6	2	2	3	23	21	22	17	20	20	22	14	4	-	-	-	1	-	-	-	-
2018	노원구	상계5동	계	26,230	568	777	960	1,521	1,872	1,845	1,429	1,628	1,786	2,408	2,400	2,403	1,999	1,439	1,197	1,010	565	260	99	41	23
2018	노원구	상계5동	한국인	26,084	565	775	956	1,519	1,862	1,826	1,405	1,608	1,774	2,392	2,388	2,385	1,996	1,438	1,197	1,010	565	260	99	41	23
2018	노원구	상계5동	외국인	146	3	2	4	2	10	19	24	20	12	16	12	18	3	1	-	-	-	-	-	-	-
2018	노원구	상계8동	계	24,427	1,715	1,223	1,149	1,366	1,255	1,404	2,453	2,951	2,036	2,175	1,570	1,396	1,234	824	630	479	328	160	60	14	5
2018	노원구	상계8동	한국인	24,374	1,714	1,223	1,149	1,366	1,252	1,399	2,442	2,945	2,026	2,172	1,563	1,393	1,231	823	630	479	328	160	60	14	5
2018	노원구	상계8동	외국인	53	1	-	-	-	3	5	11	6	10	3	7	3	3	1	-	-	-	-	-	-	-
2018	노원구	상계9동	계	22,348	791	896	1,075	1,443	1,519	1,300	1,394	1,753	1,730	2,223	1,936	1,717	1,619	987	706	588	379	206	69	14	3
2018	노원구	상계9동	한국인	22,264	789	893	1,075	1,442	1,516	1,287	1,381	1,744	1,718	2,215	1,931	1,709	1,614	986	706	588	378	206	69	14	3
2018	노원구	상계9동	외국인	84	2	3	-	1	3	13	13	9	12	8	5	8	5	1	-	-	1	-	-	-	-
2018	노원구	상계10동	계	17,021	633	545	654	1,004	1,260	1,213	1,314	1,429	1,227	1,626	1,529	1,330	1,246	704	452	379	275	144	43	10	4
2018	노원구	상계10동	한국인	16,959	631	542	654	999	1,252	1,208	1,298	1,424	1,220	1,623	1,526	1,327	1,245	704	451	379	275	144	43	10	4
2018	노원구	상계10동	외국인	62	2	3	-	5	8	5	16	5	7	3	3	3	1	-	1	-	-	-	-	-	-
2018	노원구	상계3.4동	계	26,622	573	829	914	1,361	1,676	1,567	1,248	1,700	1,779	2,366	2,336	2,507	2,293	1,649	1,403	1,304	702	261	97	33	24
2018	노원구	상계3.4동	한국인	26,476	570	825	913	1,360	1,664	1,553	1,230	1,682	1,765	2,352	2,316	2,493	2,284	1,648	1,401	1,304	701	261	97	33	24
2018	노원구	상계3.4동	외국인	146	3	4	1	1	12	14	18	18	14	14	20	14	9	1	2	-	1	-	-	-	-
2018	노원구	상계6.7동	계	35,480	1,500	1,539	1,625	1,972	2,444	2,400	2,418	3,073	2,837	3,418	2,964	2,753	2,221	1,406	1,006	874	556	335	109	26	4
2018	노원구	상계6.7동	한국인	35,315	1,494	1,536	1,624	1,970	2,421	2,365	2,392	3,057	2,820	3,407	2,952	2,749	2,217	1,404	1,005	873	556	335	109	26	3
2018	노원구	상계6.7동	외국인	165	6	3	1	2	23	35	26	16	17	11	12	4	4	2	1	1	-	-	-	-	1
2018	노원구	중계2.3동	계	37,786	1,226	1,372	1,593	2,245	2,495	2,154	2,068	2,841	2,977	3,650	2,942	2,889	2,694	1,905	1,709	1,507	913	426	135	33	12
2018	노원구	중계2.3동	한국인	37,627	1,223	1,372	1,592	2,245	2,488	2,135	2,044	2,818	2,959	3,630	2,923	2,877	2,685	1,905	1,709	1,504	913	425	135	33	12
2018	노원구	중계2.3동	외국인	159	3	-	1	-	7	19	24	23	18	20	19	12	9	-	-	3	-	1	-	-	-
2018	노원구	공릉1동	계	39,990	1,222	1,300	1,363	1,932	3,831	3,592	3,001	3,241	2,756	3,059	2,923	3,264	2,940	2,043	1,405	1,083	600	284	108	28	15
