"메인 키","기관 코드","유형1","유형2","대표 기관명","전체 기관명","최하위 기관명","대표 전화번호","새 우편번호","지번 주소","도로명 주소","행정 시","행정 구","행정 동"
"BE_LiST31-0417","3110053","지자체","8읍면동_동","서울특별시","서울특별시 은평구 증산동주민센터","증산동주민센터","02-351-5392","03498","","서울특별시 은평구 증산서길 89 (증산동)","서울특별시","은평구","증산동"
"BE_LiST31-0418","3110128","지자체","8읍면동_동","서울특별시","서울특별시 은평구 진관동주민센터","진관동주민센터","02-351-5452","03306","","서울특별시 은평구 진관2로 31 (진관동)","서울특별시","은평구","진관동"
"BE_LiST31-0419","3000049","지자체","8읍면동_동","서울특별시","서울특별시 종로구 가회동주민센터","가회동주민센터","02-2148-5213","03055","","서울특별시 종로구 북촌로 35 (가회동)","서울특별시","종로구","가회동"
"BE_LiST31-0420","3000047","지자체","8읍면동_동","서울특별시","서울특별시 종로구 교남동주민센터","교남동주민센터","02-2148-5184","03166","","서울특별시 종로구 송월길 154 (행촌동)","서울특별시","종로구","교남동"
"BE_LiST31-0421","3000046","지자체","8읍면동_동","서울특별시","서울특별시 종로구 무악동주민센터","무악동주민센터","02-2148-5153","03030","","서울특별시 종로구 통일로14길 36 (무악동)","서울특별시","종로구","무악동"
"BE_LiST31-0422","3000044","지자체","8읍면동_동","서울특별시","서울특별시 종로구 부암동주민센터","부암동주민센터","02-2148-5095","03022","","서울특별시 종로구 창의문로 145 (부암동)","서울특별시","종로구","부암동"
"BE_LiST31-0423","3000042","지자체","8읍면동_동","서울특별시","서울특별시 종로구 사직동주민센터","사직동주민센터","02-2148-5033","03027","","서울특별시 종로구 사직로9길 1 (사직동)","서울특별시","종로구","사직동"
"BE_LiST31-0454","6113329","지자체","박물관","서울특별시","서울특별시 상수도사업본부 뚝도아리수정수센터 수도박물관","수도박물관","02-3146-5921","04770","","서울특별시 성동구 왕십리로 27","서울특별시","성동구","성수1가1동"
"BE_LiST31-0455","3120098","지자체","박물관","서울특별시","서울특별시 서대문구 서대문자연사박물관","서대문자연사박물관","02-330-1731","03718","","서울특별시 서대문구 연희로32길51 (연희동)","서울특별시","서대문구","연희동"
"BE_LiST31-0456","6111345","지자체","박물관","서울특별시","서울특별시 서울시립대학교 박물관","박물관","02-6490-6586","02504","","서울특별시 동대문구 서울시립대로 163","서울특별시","동대문구","휘경2동"
"BE_LiST31-0457","6110569","지자체","박물관","서울특별시","서울특별시 서울역사박물관","서울역사박물관","02-724-0274","03177","","서울특별시 종로구 새문안로 55","서울특별시","종로구","사직동"
"BE_LiST31-0458","6113672","지자체","박물관","서울특별시","서울특별시 서울역사박물관 청계천박물관","청계천박물관","02-2286-3410","04704","","서울특별시 성동구 청계천로 530","서울특별시","성동구","마장동"
"BE_LiST31-0459","6113103","지자체","박물관","서울특별시","서울특별시 한성백제박물관","한성백제박물관","02-2152-5800","05540","","서울특별시 송파구 위례성대로 71","서울특별시","송파구","오륜동"
"BE_LiST31-0460","3220033","지자체","보건_보건소","서울특별시","서울특별시 강남구 보건소","보건소","02-3423-7199","06088","","서울특별시 강남구 선릉로 668","서울특별시","강남구","삼성2동"
"BE_LiST31-0461","3240033","지자체","보건_보건소","서울특별시","서울특별시 강동구 보건소","보건소","02-3425-8500","05397","","서울특별시 강동구 성내로 45 (성내동)","서울특별시","강동구","성내1동"
"BE_LiST31-0462","3080033","지자체","보건_보건소","서울특별시","서울특별시 강북구 보건소","보건소","02-901-7600","01145","","서울특별시 강북구 한천로 897","서울특별시","강북구","번2동"
"BE_LiST31-0463","3150037","지자체","보건_보건소","서울특별시","서울특별시 강서구 보건소","보건소","02-2600-5800","07560","","서울특별시 강서구 공항대로 561 (염창동)","서울특별시","강서구","염창동"
"BE_LiST31-0464","3200033","지자체","보건_보건소","서울특별시","서울특별시 관악구 보건소","보건소","02-879-7117","08832","","서울특별시 관악구 관악로 145","서울특별시","관악구","청룡동"
"BE_LiST31-0465","3040033","지자체","보건_보건소","서울특별시","서울특별시 광진구 보건소","보건소","02-450-1421","05026","","서울특별시 광진구 자양로 117 (자양동)","서울특별시","광진구","자양1동"
"BE_LiST31-0466","3160034","지자체","보건_보건소","서울특별시","서울특별시 구로구 보건소","보건소","02-860-3228","08299","","서울특별시 구로구 구로중앙로28길 66 (구로동)","서울특별시","구로구","구로5동"
"BE_LiST31-0467","3170035","지자체","보건_보건소","서울특별시","서울특별시 금천구 보건소","보건소","02-890-2421","08611","","서울특별시 금천구 시흥대로73길 70 (시흥동)","서울특별시","금천구","시흥1동"
"BE_LiST31-0468","3100034","지자체","보건_보건소","서울특별시","서울특별시 노원구 보건소","보건소","02-2116-4501","01689","","서울특별시 노원구 노해로 437 (상계동)","서울특별시","노원구","상계6.7동"
"BE_LiST31-0469","3090033","지자체","보건_보건소","서울특별시","서울특별시 도봉구 보건소","보건소","02-2091-6361","01395","","서울특별시 도봉구 방학로3길 117 (쌍문동)","서울특별시","도봉구","쌍문2동"
"BE_LiST31-0470","3050034","지자체","보건_보건소","서울특별시","서울특별시 동대문구 보건소","보건소","02-2127-5365","02565","","서울특별시 동대문구 천호대로 145 (용두동)","서울특별시","동대문구","용신동"
"BE_LiST31-0471","3190033","지자체","보건_보건소","서울특별시","서울특별시 동작구 보건소","보건소","02-820-1423","06963","","서울특별시 동작구 장승배기로10길 42","서울특별시","동작구","상도2동"
"BE_LiST31-0472","3130033","지자체","보건_보건소","서울특별시","서울특별시 마포구 보건소","보건소","02-3153-9010","03937","","서울특별시 마포구 월드컵로 212 (성산동)","서울특별시","마포구","성산2동"
"BE_LiST31-0473","3120033","지자체","보건_보건소","서울특별시","서울특별시 서대문구 보건소","보건소","02-390-4421","03718","","서울특별시 서대문구 연희로242 (연희동)","서울특별시","서대문구","연희동"
"BE_LiST31-0474","6111339","지자체","보건_보건소","서울특별시","서울특별시 서울시립대학교 대학보건소","대학보건소","02-6490-6591","02504","","서울특별시 동대문구 서울시립대로 163","서울특별시","동대문구","휘경2동"
"BE_LiST31-0475","3060034","지자체","보건_보건소","서울특별시","서울특별시 중랑구 보건소","보건소","02-2094-0710","02043","","서울특별시 중랑구 봉화산로 179 (신내동)","서울특별시","중랑구","신내2동"
"BE_LiST31-0476","3210034","지자체","보건_보건소","서울특별시","서울특별시 서초구 보건소","보건소","02-2155-8114","06637","","서울특별시 서초구 사임당로 89 (서초동)","서울특별시","서초구","서초1동"
"BE_LiST31-0477","3030033","지자체","보건_보건소","서울특별시","서울특별시 성동구 보건소","보건소","02-2286-7000","04706","","서울특별시 성동구 마장로 23길 10 (홍익동)","서울특별시","성동구","왕십리도선동"
"BE_LiST31-0478","3070034","지자체","보건_보건소","서울특별시","서울특별시 성북구 보건소","보건소","02-2241-5900","02751","","서울특별시 성북구 화랑로 63 (월곡동)","서울특별시","성북구","월곡2동"
"BE_LiST31-0479","3230034","지자체","보건_보건소","서울특별시","서울특별시 송파구 보건소","보건소","02-410-3420","05552","","서울특별시 송파구 올림픽로 326 (신천동)","서울특별시","송파구","잠실6동"
"BE_LiST31-0480","3140033","지자체","보건_보건소","서울특별시","서울특별시 양천구 보건소","보건소","02-2620-3847","08095","","서울특별시 양천구 목동서로 339 (신정동)","서울특별시","양천구","신정6동"
"BE_LiST31-0481","3180034","지자체","보건_보건소","서울특별시","서울특별시 영등포구 보건소","보건소","02-2670-3000","07260","","서울특별시 영등포구 당산로 123","서울특별시","영등포구","당산1동"
"BE_LiST31-0482","3020033","지자체","보건_보건소","서울특별시","서울특별시 용산구 보건소","보건소","02-2199-8012","04390","","서울특별시 용산구 녹사평대로 150 (이태원동)","서울특별시","용산구","이태원1동"
"BE_LiST31-0483","3110032","지자체","보건_보건소","서울특별시","서울특별시 은평구 보건소","보건소","02-351-8114","03384","","서울특별시 은평구 은평로 195 (녹번동)","서울특별시","은평구","녹번동"
"BE_LiST31-0340","3230048","지자체","8읍면동_동","서울특별시","서울특별시 송파구 오륜동주민센터","오륜동주민센터","02-2147-4240","05649","","서울특별시 송파구 양재대로 1232 (오륜동)","서울특별시","송파구","오륜동"
"BE_LiST31-0341","3230250","지자체","8읍면동_동","서울특별시","서울특별시 송파구 위례동주민센터","위례동주민센터","02-2147-4950","05848","","서울특별시 송파구 위례광장로 163 (위례동)","서울특별시","송파구","장지동"
"BE_LiST31-0424","3000043","지자체","8읍면동_동","서울특별시","서울특별시 종로구 삼청동주민센터","삼청동주민센터","02-2148-5062","03049","","서울특별시 종로구 삼청로 107 (삼청동)","서울특별시","종로구","삼청동"
"BE_LiST31-0425","3000059","지자체","8읍면동_동","서울특별시","서울특별시 종로구 숭인1동주민센터","숭인1동주민센터","02-2148-5483","03108","","서울특별시 종로구 지봉로 86 (숭인동)","서울특별시","종로구","숭인1동"
"BE_LiST31-0426","3000060","지자체","8읍면동_동","서울특별시","서울특별시 종로구 숭인2동주민센터","숭인2동주민센터","02-2148-5513","03112","","서울특별시 종로구 종로65길 10 (숭인동)","서울특별시","종로구","숭인2동"
"BE_LiST31-0427","3000053","지자체","8읍면동_동","서울특별시","서울특별시 종로구 이화동주민센터","이화동주민센터","02-2148-5304","03087","","서울특별시 종로구 이화장길 33 (이화동)","서울특별시","종로구","이화동"
"BE_LiST31-0428","3000090","지자체","8읍면동_동","서울특별시","서울특별시 종로구 종로1.2.3.4가동주민센터","종로1.2.3.4가동주민센터","02-2148-5243","03140","","서울특별시 종로구 종로17길 8 (종로2가)","서울특별시","종로구","종로1.2.3.4가동"
"BE_LiST31-0429","3000091","지자체","8읍면동_동","서울특별시","서울특별시 종로구 종로5.6가동주민센터","종로5.6가동주민센터","02-2148-5273","03126","","서울특별시 종로구 종로35가길 19 (효제동)","서울특별시","종로구","종로5.6가동"
"BE_LiST31-0430","3000056","지자체","8읍면동_동","서울특별시","서울특별시 종로구 창신1동주민센터","창신1동주민센터","02-2148-5392","03118","","서울특별시 종로구 지봉로 8-6 (창신동)","서울특별시","종로구","창신1동"
"BE_LiST31-0431","3000057","지자체","8읍면동_동","서울특별시","서울특별시 종로구 창신2동주민센터","창신2동주민센터","02-2148-5423","03102","","서울특별시 종로구 창신길 62 (창신동)","서울특별시","종로구","창신2동"
"BE_LiST31-0432","3000058","지자체","8읍면동_동","서울특별시","서울특별시 종로구 창신3동주민센터","창신3동주민센터","02-2148-5453","03095","","서울특별시 종로구 지봉로 87 (창신동)","서울특별시","종로구","창신3동"
"BE_LiST31-0433","3000136","지자체","8읍면동_동","서울특별시","서울특별시 종로구 청운효자동주민센터","청운효자동주민센터","02-2148-5002","03047","","서울특별시 종로구 자하문로 92 (궁정동)","서울특별시","종로구","청운효자동"
"BE_LiST31-0434","3000045","지자체","8읍면동_동","서울특별시","서울특별시 종로구 평창동주민센터","평창동주민센터","02-2148-5122","03009","","서울특별시 종로구 평창문화로 65 (평창동)","서울특별시","종로구","평창동"
"BE_LiST31-0435","3000054","지자체","8읍면동_동","서울특별시","서울특별시 종로구 혜화동주민센터","혜화동주민센터","02-2148-5334","03076","","서울특별시 종로구 혜화로 12 (혜화동)","서울특별시","종로구","혜화동"
"BE_LiST31-0436","3010047","지자체","8읍면동_동","서울특별시","서울특별시 중구 광희동주민센터","광희동주민센터","02-3396-6650","04560","","서울특별시 중구 퇴계로 303-9 (광희동1가)","서울특별시","중구","광희동"
"BE_LiST31-0437","3010142","지자체","8읍면동_동","서울특별시","서울특별시 중구 다산동주민센터","다산동주민센터","02-3396-6740","04604","","서울특별시 중구 동호로15길 50 (신당2동)","서울특별시","중구","다산동"
"BE_LiST31-0438","3010145","지자체","8읍면동_동","서울특별시","서울특별시 중구 동화동주민센터","동화동주민센터","02-3396-6860","04587","","서울특별시 중구 다산로36길 100 (신당6동)","서울특별시","중구","동화동"
"BE_LiST31-0439","3010043","지자체","8읍면동_동","서울특별시","서울특별시 중구 명동주민센터","명동주민센터","02-3396-6560","04629","","서울특별시 중구 퇴계로20길 3 (남산동 2가)","서울특별시","중구","명동"
"BE_LiST31-0440","3010087","지자체","8읍면동_동","서울특별시","서울특별시 중구 소공동주민센터","소공동주민센터","02-3396-6500","04526","","서울특별시 중구 남대문로1길 31-5 (북창동)","서울특별시","중구","소공동"
"BE_LiST31-0441","3010053","지자체","8읍면동_동","서울특별시","서울특별시 중구 신당5동주민센터","신당5동주민센터","02-3396-6830","04578","","서울특별시 중구 다산로44길 85 (신당5동)","서울특별시","중구","신당5동"
"BE_LiST31-0442","3010141","지자체","8읍면동_동","서울특별시","서울특별시 중구 신당동주민센터","신당동주민센터","02-3396-6710","04610","","서울특별시 중구 다산로 211 (신당동)","서울특별시","중구","신당동"
"BE_LiST31-0443","3010143","지자체","8읍면동_동","서울특별시","서울특별시 중구 약수동주민센터","약수동주민센터","02-3396-6770","04597","","서울특별시 중구 다산로 92 (신당3동)","서울특별시","중구","약수동"
"BE_LiST31-0444","3010095","지자체","8읍면동_동","서울특별시","서울특별시 중구 을지로동주민센터","을지로동주민센터","02-3396-6680","04543","","서울특별시 중구 충무로9길 19 (을지로3가)","서울특별시","중구","을지로동"
"BE_LiST31-0445","3010046","지자체","8읍면동_동","서울특별시","서울특별시 중구 장충동주민센터","장충동주민센터","02-3396-6620","04606","","서울특별시 중구 장충단로8길 22 (장충동1가)","서울특별시","중구","장충동"
"BE_LiST31-0446","3010056","지자체","8읍면동_동","서울특별시","서울특별시 중구 중림동주민센터","중림동주민센터","02-3396-6920","04506","","서울특별시 중구 서소문로6길 16 (중림동)","서울특별시","중구","중림동"
"BE_LiST31-0447","3010144","지자체","8읍면동_동","서울특별시","서울특별시 중구 청구동주민센터","청구동주민센터","02-3396-6800","04591","","서울특별시 중구 청구로3길 55 (신당4동)","서울특별시","중구","청구동"
"BE_LiST31-0448","3010045","지자체","8읍면동_동","서울특별시","서울특별시 중구 필동주민센터","필동주민센터","02-3396-6590","04626","","서울특별시 중구 퇴계로36길 42 (필동2가)","서울특별시","중구","필동"
"BE_LiST31-0449","3010055","지자체","8읍면동_동","서울특별시","서울특별시 중구 황학동주민센터","황학동주민센터","02-3396-6890","04575","","서울특별시 중구 황학동 난계로11길 52 (황학동)","서울특별시","중구","황학동"
"BE_LiST31-0450","3010042","지자체","8읍면동_동","서울특별시","서울특별시 중구 회현동주민센터","회현동주민센터","02-3396-6530","04635","","서울특별시 중구 퇴계로8길 46 (회현동1가)","서울특별시","중구","회현동"
"BE_LiST31-0451","6110179","지자체","기술센터","서울특별시","서울특별시 농업기술센터","농업기술센터","02-459-8992","06795","","서울특별시 서초구 헌인릉1길 83-9","서울특별시","서초구","내곡동"
"BE_LiST31-0452","6113159","지자체","도서관","서울특별시","서울특별시 서울도서관","서울도서관","02-2133-0300","04524","","서울특별시 중구 세종대로 110","서울특별시","중구","명동"
"BE_LiST31-0517","6111664","지자체","소방_소방서","서울특별시","서울특별시 은평소방서","은평소방서","02-355-0119","03311","","서울특별시 은평구 통일로 962","서울특별시","은평구","진관동"
"BE_LiST31-0518","6110571","지자체","소방_소방서","서울특별시","서울특별시 종로소방서","종로소방서","02-730-0119","03153","","서울특별시 종로구 종로1길 28","서울특별시","종로구","종로1.2.3.4가동"
"BE_LiST31-0519","6110590","지자체","소방_소방서","서울특별시","서울특별시 중랑소방서","중랑소방서","02-3423-0119","02024","","서울특별시 중랑구 신내로 183","서울특별시","중랑구","신내2동"
"BE_LiST31-0520","6110572","지자체","소방_소방서","서울특별시","서울특별시 중부소방서","중부소방서","02-2234-0119","04611","","서울특별시 중구 퇴계로 394","서울특별시","중구","신당동"
"BE_LiST31-0202","3050046","지자체","8읍면동_동","서울특별시","서울특별시 동대문구 전농2동주민센터","전농2동주민센터","02-2171-6143","02507","","서울특별시 동대문구 사가정로 137 (전농동)","서울특별시","동대문구","전농2동"
"BE_LiST31-0203","3050131","지자체","8읍면동_동","서울특별시","서울특별시 동대문구 제기동주민센터","제기동주민센터","02-2171-6063","02478","","서울특별시 동대문구 약령시로 71 (제기동)","서울특별시","동대문구","제기동"
"BE_LiST31-0204","3050119","지자체","8읍면동_동","서울특별시","서울특별시 동대문구 청량리동주민센터","청량리동주민센터","02-2171-6363","02487","","서울특별시 동대문구 왕산로43다길 5 (청량리동)","서울특별시","동대문구","청량리동"
"BE_LiST31-0205","3050060","지자체","8읍면동_동","서울특별시","서울특별시 동대문구 회기동주민센터","회기동주민센터","02-2171-6403","02452","","서울특별시 동대문구 회기로25길 12-1 (회기동)","서울특별시","동대문구","회기동"
"BE_LiST31-0206","3050061","지자체","8읍면동_동","서울특별시","서울특별시 동대문구 휘경1동주민센터","휘경1동주민센터","02-2171-6423","02433","","서울특별시 동대문구 외대역동로6길 3 (휘경동)","서울특별시","동대문구","휘경1동"
"BE_LiST31-0207","3050062","지자체","8읍면동_동","서울특별시","서울특별시 동대문구 휘경2동주민센터","휘경2동주민센터","02-2171-6443","02502","","서울특별시 동대문구 한천로 329 (휘경동)","서울특별시","동대문구","휘경2동"
"BE_LiST31-0208","3190039","지자체","8읍면동_동","서울특별시","서울특별시 동작구 노량진1동주민센터","노량진1동주민센터","02-815-1164","06924","","서울특별시 동작구 장승배기로28길 30","서울특별시","동작구","노량진1동"
"BE_LiST31-0209","3190040","지자체","8읍면동_동","서울특별시","서울특별시 동작구 노량진2동주민센터","노량진2동주민센터","02-812-0903","06935","","서울특별시 동작구 장승배기로19길 48","서울특별시","동작구","노량진2동"
"BE_LiST31-0210","3190056","지자체","8읍면동_동","서울특별시","서울특별시 동작구 대방동주민센터","대방동주민센터","02-820-2996","06944","","서울특별시 동작구 여의대방로44길 20","서울특별시","동작구","대방동"
"BE_LiST31-0211","3190051","지자체","8읍면동_동","서울특별시","서울특별시 동작구 사당1동주민센터","사당1동주민센터","02-582-8582","07013","","서울특별시 동작구 동작대로17길 28","서울특별시","동작구","사당1동"
"BE_LiST31-0212","3190052","지자체","8읍면동_동","서울특별시","서울특별시 동작구 사당2동주민센터","사당2동주민센터","02-820-2992","06997","","서울특별시 동작구 동작대로29길 52","서울특별시","동작구","사당2동"
"BE_LiST31-0213","3190053","지자체","8읍면동_동","서울특별시","서울특별시 동작구 사당3동주민센터","사당3동주민센터","02-820-2993","07005","","서울특별시 동작구 사당로17길 86","서울특별시","동작구","사당3동"
"BE_LiST31-0214","3190054","지자체","8읍면동_동","서울특별시","서울특별시 동작구 사당4동주민센터","사당4동주민센터","02-585-0050","07018","","서울특별시 동작구 사당로16아길 6","서울특별시","동작구","사당4동"
"BE_LiST31-0215","3190055","지자체","8읍면동_동","서울특별시","서울특별시 동작구 사당5동주민센터","사당5동주민센터","02-820-2995","07030","","서울특별시 동작구 사당로2가길 219","서울특별시","동작구","사당5동"
"BE_LiST31-0216","3190041","지자체","8읍면동_동","서울특별시","서울특별시 동작구 상도1동주민센터","상도1동주민센터","02-815-3084","06971","","서울특별시 동작구 상도로53길 9","서울특별시","동작구","상도1동"
"BE_LiST31-0217","3190042","지자체","8읍면동_동","서울특별시","서울특별시 동작구 상도2동주민센터","상도2동주민센터","02-814-3755","06921","","서울특별시 동작구 상도로 211","서울특별시","동작구","상도2동"
"BE_LiST31-0218","3190043","지자체","8읍면동_동","서울특별시","서울특별시 동작구 상도3동주민센터","상도3동주민센터","02-822-1005","07042","","서울특별시 동작구 성대로2길 11","서울특별시","동작구","상도3동"
"BE_LiST31-0219","3190044","지자체","8읍면동_동","서울특별시","서울특별시 동작구 상도4동주민센터","상도4동주민센터","02-823-0859","06961","","서울특별시 동작구 성대로29길 53","서울특별시","동작구","상도4동"
"BE_LiST31-0220","3190057","지자체","8읍면동_동","서울특별시","서울특별시 동작구 신대방1동주민센터","신대방1동주민센터","02-820-2997","07067","","서울특별시 동작구 신대방길72","서울특별시","동작구","신대방1동"
"BE_LiST31-0221","3190058","지자체","8읍면동_동","서울특별시","서울특별시 동작구 신대방2동주민센터","신대방2동주민센터","02-821-1008","07056","","서울특별시 동작구 여의대방로24길 106","서울특별시","동작구","신대방2동"
"BE_LiST31-0222","3190113","지자체","8읍면동_동","서울특별시","서울특별시 동작구 흑석동주민센터","흑석동주민센터","02-815-1046","06982","","서울특별시 동작구 흑석한강로 11","서울특별시","동작구","흑석동"
"BE_LiST31-0223","3130135","지자체","8읍면동_동","서울특별시","서울특별시 마포구 공덕동주민센터","공덕동주민센터","02-3153-6500","04208","","서울특별시 마포구 만리재옛길 84 (공덕동)","서울특별시","마포구","공덕동"
"BE_LiST31-0224","3130048","지자체","8읍면동_동","서울특별시","서울특별시 마포구 대흥동주민센터","대흥동주민센터","02-3153-6620","04103","","서울특별시 마포구 신촌로 26길 10 (노고산동)","서울특별시","마포구","대흥동"
"BE_LiST31-0225","3130123","지자체","8읍면동_동","서울특별시","서울특별시 마포구 도화동주민센터","도화동주민센터","02-3153-6560","04168","","서울특별시 마포구 도화길 37 (도화동)","서울특별시","마포구","도화동"
"BE_LiST31-0311","3070145","지자체","8읍면동_동","서울특별시","서울특별시 성북구 석관동주민센터","석관동주민센터","02-2241-5760","02781","","서울특별시 성북구 화랑로 296 (석관동)","서울특별시","성북구","석관동"
"BE_LiST31-0312","3070141","지자체","8읍면동_동","서울특별시","서울특별시 성북구 성북동주민센터","성북동주민센터","02-2241-5000","02880","","서울특별시 성북구 성북로 37 (성북동)","서울특별시","성북구","성북동"
"BE_LiST31-0283","3210043","지자체","8읍면동_동","서울특별시","서울특별시 서초구 서초4동주민센터","서초4동주민센터","02-2155-7518","06609","","서울특별시 서초구 서운로26길 3","서울특별시","서초구","서초4동"
"BE_LiST31-0284","3210055","지자체","8읍면동_동","서울특별시","서울특별시 서초구 양재1동주민센터","양재1동주민센터","02-2155-7890","06762","","서울특별시 서초구 바우뫼로41 (우면동)","서울특별시","서초구","양재1동"
"BE_LiST31-0285","3210056","지자체","8읍면동_동","서울특별시","서울특별시 서초구 양재2동주민센터","양재2동주민센터","02-2155-7944","06779","","서울특별시 서초구 강남대로12길 44","서울특별시","서초구","양재2동"
"BE_LiST31-0286","3210044","지자체","8읍면동_동","서울특별시","서울특별시 서초구 잠원동주민센터","잠원동주민센터","02-2155-7552","06523","","서울특별시 서초구 나루터로 38","서울특별시","서초구","잠원동"
"BE_LiST31-0287","3030048","지자체","8읍면동_동","서울특별시","서울특별시 성동구 금호1가동주민센터","금호1가동주민센터","02-2286-7341","04721","","서울특별시 성동구 행당로 15 (금호동1가)","서울특별시","성동구","금호1가동"
"BE_LiST31-0288","3030120","지자체","8읍면동_동","서울특별시","서울특별시 성동구 금호2-3가동주민센터","금호2-3가동주민센터","02-2286-7361","04728","","서울특별시 성동구 무수막18길 1 (금호동2가)","서울특별시","성동구","금호2.3가동"
"BE_LiST31-0289","3030051","지자체","8읍면동_동","서울특별시","서울특별시 성동구 금호4가동주민센터","금호4가동주민센터","02-2286-7381","04738","","서울특별시 성동구 독서당로46길 26 (금호동4가)","서울특별시","성동구","금호4가동"
"BE_LiST31-0290","3030043","지자체","8읍면동_동","서울특별시","서울특별시 성동구 마장동주민센터","마장동주민센터","02-2286-7241","04757","","서울특별시 성동구 마장로42길 11 (마장동)","서울특별시","성동구","마장동"
"BE_LiST31-0291","3030044","지자체","8읍면동_동","서울특별시","서울특별시 성동구 사근동주민센터","사근동주민센터","02-2286-7261","04761","","서울특별시 성동구 사근동길 45-8 (사근동)","서울특별시","성동구","사근동"
"BE_LiST31-0292","3030054","지자체","8읍면동_동","서울특별시","서울특별시 성동구 성수1가1동주민센터","성수1가1동주민센터","02-2286-7421","04780","","서울특별시 성동구 뚝섬로3길 18 (성수동1가)","서울특별시","성동구","성수1가1동"
"BE_LiST31-0293","3030055","지자체","8읍면동_동","서울특별시","서울특별시 성동구 성수1가2동주민센터","성수1가2동주민센터","02-2286-7441","04768","","서울특별시 성동구 왕십리로5길 3 (성수동1가)","서울특별시","성동구","성수1가2동"
"BE_LiST31-0294","3030056","지자체","8읍면동_동","서울특별시","서울특별시 성동구 성수2가1동주민센터","성수2가1동주민센터","02-2286-7461","04781","","서울특별시 성동구 뚝섬로 385-19 (성수동2가)","서울특별시","성동구","성수2가1동"
"BE_LiST31-0295","3030057","지자체","8읍면동_동","서울특별시","서울특별시 성동구 성수2가3동주민센터","성수2가3동주민센터","02-2286-7481","04792","","서울특별시 성동구 광나루로2길 35 (성수동2가)","서울특별시","성동구","성수2가3동"
"BE_LiST31-0296","3030058","지자체","8읍면동_동","서울특별시","서울특별시 성동구 송정동주민센터","송정동주민센터","02-2286-7501","04800","","서울특별시 성동구 동일로43길 13 (송정동)","서울특별시","성동구","송정동"
"BE_LiST31-0297","3030119","지자체","8읍면동_동","서울특별시","서울특별시 성동구 옥수동주민센터","옥수동주민센터","02-2286-7401","04732","","서울특별시 성동구 독서당로 205-1 (옥수동)","서울특별시","성동구","옥수동"
"BE_LiST31-0298","3030041","지자체","8읍면동_동","서울특별시","서울특별시 성동구 왕십리2동주민센터","왕십리2동주민센터","02-2286-7221","04710","","서울특별시 성동구 무학봉길 69 (하왕십리동)","서울특별시","성동구","왕십리2동"
"BE_LiST31-0299","3030117","지자체","8읍면동_동","서울특별시","서울특별시 성동구 왕십리도선동주민센터","왕십리도선동주민센터","02-2286-7201","04700","","서울특별시 성동구 마장로 141 (상왕십리동)","서울특별시","성동구","왕십리도선동"
"BE_LiST31-0300","3030059","지자체","8읍면동_동","서울특별시","서울특별시 성동구 용답동주민센터","용답동주민센터","02-2286-7521","04805","","서울특별시 성동구 용답중앙23길 20 (용답동)","서울특별시","성동구","용답동"
"BE_LiST31-0301","3030047","지자체","8읍면동_동","서울특별시","서울특별시 성동구 응봉동주민센터","응봉동주민센터","02-2286-7321","04741","","서울특별시 성동구 독서당로 424 (응봉동)","서울특별시","성동구","응봉동"
"BE_LiST31-0302","3030045","지자체","8읍면동_동","서울특별시","서울특별시 성동구 행당1동주민센터","행당1동주민센터","02-2286-7281","04745","","서울특별시 성동구 고산자로10길 18 (행당동)","서울특별시","성동구","행당1동"
"BE_LiST31-0303","3030046","지자체","8읍면동_동","서울특별시","서울특별시 성동구 행당2동주민센터","행당2동주민센터","02-2286-7301","04713","","서울특별시 성동구 행당로9길 9 (행당동)","서울특별시","성동구","행당2동"
"BE_LiST31-0304","3070055","지자체","8읍면동_동","서울특별시","서울특별시 성북구 길음1동주민센터","길음1동주민센터","02-2241-5440","02724","","서울특별시 성북구 길음로 92 (길음동)","서울특별시","성북구","길음1동"
"BE_LiST31-0305","3070146","지자체","8읍면동_동","서울특별시","서울특별시 성북구 길음제2동주민센터","길음제2동주민센터","02-2241-5480","02732","","서울특별시 성북구 삼양로2길 70 (길음동)","서울특별시","성북구","길음2동"
"BE_LiST31-0306","3070047","지자체","8읍면동_동","서울특별시","서울특별시 성북구 돈암1동주민센터","돈암1동주민센터","02-2241-5120","02801","","서울특별시 성북구 정릉로 394 (돈암동)","서울특별시","성북구","돈암1동"
"BE_LiST31-0275","3210051","지자체","8읍면동_동","서울특별시","서울특별시 서초구 방배1동주민센터","방배1동주민센터","02-2155-7741","06683","","서울특별시 서초구 효령로29길 43","서울특별시","서초구","방배1동"
"BE_LiST31-0276","3210052","지자체","8읍면동_동","서울특별시","서울특별시 서초구 방배2동주민센터","방배2동주민센터","02-2155-7789","06690","","서울특별시 서초구 청두곶길 36","서울특별시","서초구","방배2동"
"BE_LiST31-0277","3210053","지자체","8읍면동_동","서울특별시","서울특별시 서초구 방배3동주민센터","방배3동주민센터","02-2155-7817","06704","","서울특별시 서초구 방배로10길 10-20","서울특별시","서초구","방배3동"
"BE_LiST31-0278","3210054","지자체","8읍면동_동","서울특별시","서울특별시 서초구 방배4동주민센터","방배4동주민센터","02-2155-7850","06572","","서울특별시 서초구 방배로173 (방배동)","서울특별시","서초구","방배4동"
