"콘텐츠 ID
(필수 입력)","사용유무
(필수입력)","콘텐츠명
(필수 입력)","서브카테고리 명
(선택 입력)","시군
(선택입력)","구명
(선택입력)","새주소[도로명 주소]
(조건부 선택 입력)",지번주소,키워드,"다국어
(필수 입력)","좌표[X]
(조건부 선택 입력)","좌표[Y]
(조건부 선택 입력)","공간객체타입
(조건부 선택 입력)","라인 색상
(조건부 선택 입력)","라인 패턴
(조건부 선택 입력)","라인두께
(조건부 선택)","전화번호
(선택 입력)","웹URL
(선택 입력)","동영상 웹 링크 URL
(선택 입력)","음성파일 웹 링크 URL
(선택 입력)","사진 정보1[URL or 파일명]
(선택 입력)","사진 정보2[URL or 파일명]
(선택 입력)","사진 정보3[URL or 파일명]
(선택 입력)","사진 정보4[URL or 파일명]
(선택 입력)","사진 정보5[URL or 파일명]
(선택 입력)","상세 제목1
(선택 입력)","상세 내용1
(선택 입력)","상세 제목2
(선택 입력)","상세 내용2
(선택 입력)","상세 제목3
(선택 입력)","상세 내용3
(선택 입력)","상세 제목4
(선택 입력)","상세 내용4
(선택 입력)","상세 제목5
(선택 입력)","상세 내용5
(선택 입력)","상세 제목6
(선택 입력)","상세 내용6
(선택 입력)","상세 제목7
(선택 입력)","상세 내용7
(선택 입력)","상세 제목13
(선택 입력)","상세 내용13
(선택 입력)","상세 제목14
(선택 입력)","상세 내용14
(선택 입력)","상세 제목15
(선택 입력)","상세 내용15
(선택 입력)","상세 제목16
(선택 입력)","상세 내용16
(선택 입력)","상세 제목17
(선택 입력)","상세 내용17
(선택 입력)","상세 제목18
(선택 입력)","상세 내용18
(선택 입력)","상세 제목19
(선택 입력)","상세 내용19
(선택 입력)","상세 제목20
(선택 입력)","상세 내용20
(선택 입력)"
Sijang_guro_002,Y,오류시장,일반시장,,구로구,개봉로17길 34,구로구 개봉동 324-1,,KOR,126.854011287,37.491664113,1,#0000FF,L,4,839-3151,,,,,,,,,,,면적(㎡),3730,점포수(개),12,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"오류1동주민센터(17-170) - (일반)10 , 75 , 83 , 88 , (간선)160 , 670 , N16 , (지선)5626 , 6613 , 6614 , 6616 , 6640A , (마을)구로08",,,,,,,,,,,,,,,,
Sijang_guro_001,Y,구로시장,일반시장,,구로구,구로구 구로동로20길 20-27,구로구 구로동 735-106,,KOR,126.885616546,37.4894695,1,#0000FF,L,4,830-8231,http://blog.naver.com/guro-market,,,,,,,,,,면적(㎡),8306.96,점포수(개),154,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"구로시장(17-136) - (간선)503 , 571 , (지선)5615 , 5619 , 5626 , 5630 , 5712 , 5714 , 6411 , 6511 , 6512 ",,,,,,,,,,,,,,,,
Sijang_geumcheon_008,Y,푸른터시장,일반시장,,금천구,남부순환로120길 23,금천구 독산동 957,,KOR,126.901411554,37.478048092,1,#0000FF,L,4,776-7049,,,,,,,,,,,면적(㎡),6973,점포수(개),0,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"KT구로지사(18-195) - (간선)507, (지선)5413 , 5619 , 5620 , 5633 , 6516 ",,,,,,,,,,,,,,,,
Sijang_geumcheon_007,Y,박미시장,일반시장,,금천구,시흥대로18길 16,금천구 시흥동 956,,KOR,126.904467579,37.440209247,1,#0000FF,L,4,2243-0190,,,,,,,,,,,면적(㎡),2297,점포수(개),3,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"시흥3동주민센터앞(18-789) - (마을)금천04 , 금천11 ",,,,,,,,,,,,,,,,
Sijang_geumcheon_006,Y,독산동우시장,전문시장,,금천구,범안로 1209,금천구 독산동 293-5,,KOR,126.89626662,37.466824577,1,#0000FF,L,4,896-1233,,,,http://economy.seoul.go.kr/files/2015/08/55d12aa8a5c700.26555868.jpg,,,,,,,면적(㎡),3937,점포수(개),189,형태(골목/건물/상점가),건물형,취급상품(일반/전문),전문시장(축산물),대표상품,각종 부산물과 정육(다양한 부위고길를 먹을 수 있는 먹자골목),주변 버스정류소,"독산동우시장(18-132) - (지선)5534 , 5535 , 5630 , 6635 ",,,,,,,,,,,,,,,,
Sijang_geumcheon_005,Y,은행나무시장,일반시장,,금천구,금천구 금하로25길(시흥동),금천구 시흥동 828-39,,KOR,126.908741822,37.451318649,1,#0000FF,L,4,802-7973,,,,http://economy.seoul.go.kr/files/2015/08/55d12b74eb25d7.38092413.jpg,,,,,,,면적(㎡),1765,점포수(개),64,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"생선,두부,야채,과일,닭등 / 두부박사(두부)",주변 버스정류소,"시흥동은행나무(18-141) - (지선)5413, 5525, 5537, 5617, 5619, 5620",,,,,,,,,,,,,,,,
Sijang_geumcheon_004,Y,대명여울빛거리,일반시장,,금천구,시흥대로58길 36,금천구 시흥동 886-6,,KOR,126.903235193,37.453550327,1,#0000FF,L,4,808-0811,,,,http://economy.seoul.go.kr/files/2015/08/55d12a715148d3.09681779.jpg,,,,,,,면적(㎡),22929,점포수(개),224,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,걸레만두,주변 버스정류소,"시흥초등학교,금빛공원(18-556) - (마을)금천01, 금천02",,,,,,,,,,,,,,,,
Sijang_geumcheon_003,Y,대명시장,일반시장,,금천구,시흥대로52길 70,금천구 시흥동 884-4,,KOR,126.901955929,37.454259414,1,#0000FF,L,4,803-4525,,,,,,,,,,,면적(㎡),2521,점포수(개),42,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"시흥사거리,대명시장(18-863) - (마을)금천01 , 금천02 ",,,,,,,,,,,,,,,,
Sijang_geumcheon_002,Y,현대시장,일반시장,,금천구,독산로41길 7,금천구 시흥동 856,,KOR,126.904325931,37.459834614,1,#0000FF,L,4,802-7720,,,,http://economy.seoul.go.kr/files/2015/08/55d12ba6691dc1.59682622.jpg,,,,,,,면적(㎡),23598,점포수(개),230,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"농수산물, 생필품, 잡화",주변 버스정류소,"현대시장,시흥4동주민센터(18-181) - (간선)505 , 507 , (지선)5413 , 5525 , 5619 , 5620 , 5633 , 6516 ",,,,,,,,,,,,,,,,
Sijang_geumcheon_001,Y,남문시장,일반시장,,금천구,시흥대로144길 17,금천구 독산동 984-10,,KOR,126.900409629,37.473765908,1,#0000FF,L,4,868-9727,,,,http://economy.seoul.go.kr/files/2015/08/55d129024b90d6.96264805.jpg,,,,,,,면적(㎡),13079,점포수(개),116,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,1차상품(농수산물외),주변 버스정류소,"남문시장,신한은행독산지점(18-149) - (지선)5530 , 5535 , 5621 , 5626 , (마을)금천06",,,,,,,,,,,,,,,,
Sijang_gankdong_013,Y,장신구 특화거리 상점가,전문시장,,강동구,강동구 성내로 83,강동구 성내동 545-6,,KOR,127.129164675,37.527293353,1,#0000FF,L,4,475-9140,,,,,,,,,,,면적(㎡),3366,점포수(개),148,형태(골목/건물/상점가),상점가,취급상품(일반/전문),전문시장(액세서리),,,주변 버스정류소,"성내동미주아파트(25-285) - (지선)3220, 3319",,,,,,,,,,,,,,,,
Sijang_gankdong_012,Y,고덕전통시장,일반시장,,강동구,강동구 고덕로83길 12,강동구 고덕동 210-3,,KOR,127.168892635,37.557580644,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/07/55b57ceaeab4b9.25448188.jpg,,,,,,,면적(㎡),9823,점포수(개),33,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"팔도횟집, 떡볶이, 튀김 / 활어 회",주변 버스정류소,"상일역(25-523) - (마을)강동02, 강동05",,,,,,,,,,,,,,,,
Sijang_gankdong_011,Y,동서울시장,일반시장,,강동구,강동구 올림픽로80길 58,강동구 천호동 405-6,,KOR,127.128406272,37.542058572,1,#0000FF,L,4,478-1443,,,,,,,,,,,면적(㎡),4515.25,점포수(개),46,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,천호시장(25-559) - (마을)강동05,,,,,,,,,,,,,,,,
Sijang_gankdong_010,Y,천호신시장,일반시장,,강동구,강동구 구천면로 209,강동구 천호동 422-3,,KOR,127.127672883,37.540860418,1,#0000FF,L,4,485-0731,,,,,,,,,,,면적(㎡),4850,점포수(개),105,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,천호시장(25-582) - (마을)강동05,,,,,,,,,,,,,,,,
Sijang_gankdong_009,Y,천호시장,일반시장,,강동구,강동구 구천면로 205,강동구 천호동 421-1,,KOR,127.12742612,37.540649053,1,#0000FF,L,4,478-2191,,,,,,,,,,,면적(㎡),2069.6,점포수(개),37,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,천호시장(25-582) - (마을)강동05,,,,,,,,,,,,,,,,
Sijang_gankdong_008,Y,로데오거리상점가,일반시장,,강동구,강동구 천호대로157길 14,강동구 천호동 453-19,,KOR,127.127272154,37.538226163,1,#0000FF,L,4,478-7156,,,,,,,,,,,면적(㎡),6273,점포수(개),157,형태(골목/건물/상점가),상점가,취급상품(일반/전문),일반시장,,,주변 버스정류소,"천호역5번출구,천호사거리(25-127) - (일반)1-4 , 23 , 30 , 30-3 , 112 , 112-1 , 112-5 , (간선)130 , 341 , 351 , 370 , N30 , (지선)3214 , 3316 , (직행)1113 , 1113-1 , 1113-2 , 1113-11 , 9301 , (시외)1004",,,,,,,,,,,,,,,,
Sijang_gankdong_007,Y,고분다리골목시장,일반시장,,강동구,강동구 구천면로34길 10,강동구 천호동 397-99,,KOR,127.131806783,37.54231615,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/07/55b57c02ec7587.59023015.jpg,,,,,,,면적(㎡),1468,점포수(개),81,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,우리동네순대국(시레기순대국),주변 버스정류소,"고분다리시장입구(25-620) - (일반)13 , 13-2 , 16 , 30 , 30-1 ",,,,,,,,,,,,,,,,
Sijang_gankdong_006,Y,양지골목시장,일반시장,,강동구,강동구 고덕로27길 15-56,강동구 암사동 450-3,,KOR,127.136585816,37.555633459,1,#0000FF,L,4,441-9326,,,,,,,,,,,면적(㎡),1658,점포수(개),38,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"강일중선사고,양지종합시장(25-149) - (간선)340, (지선)3318 , 3411 ",,,,,,,,,,,,,,,,
Sijang_gankdong_005,Y,명일골목시장,일반시장,,강동구,강동구 양재대로168길 20,강동구 명일동 333-2,,KOR,127.144890181,37.549550782,1,#0000FF,L,4,3426-2070,http://blog.naver.com/myungilmarket,,,http://economy.seoul.go.kr/files/2015/07/55b57c4372c6c5.70038962.jpg,,,,,,,면적(㎡),1862,점포수(개),55,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"명일닭발, 항아리 반찬(특색점포) / 코다리강정, 닭발(대표상품)",주변 버스정류소,"명일역1번출구,명일전통시장(25-234) - (간선)N30, (지선)2312 , 3321 , 3413 ",,,,,,,,,,,,,,,,
Sijang_gankdong_004,Y,성내골목시장,일반시장,,강동구,강동구 천호대로162길 65,강동구 성내동 144-16,,KOR,127.127819839,37.533988332,1,#0000FF,L,4,484-2581,,,,http://economy.seoul.go.kr/files/2015/07/55b57c8ff15f79.12102158.jpg,,,,,,,면적(㎡),2700,점포수(개),80,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"독도쭈꾸미, 정육, 횟집, 싼야채집 등",주변 버스정류소,"성내삼성아파트,공안과(25-538) - (마을)강동01",,,,,,,,,,,,,,,,
Sijang_gankdong_003,Y,둔촌역전통시장,일반시장,,강동구,강동구 풍성로58길 34,강동구 성내동 428-9,,KOR,127.135137799,37.527478168,1,#0000FF,L,4,471-4967,,,,http://economy.seoul.go.kr/files/2015/07/55b57b0bd89288.31681307.jpg,,,,,,,면적(㎡),3955,점포수(개),84,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"음식점(수산물)취급 / 떡, 전, 야채, 과일, 축산물 등",주변 버스정류소,"둔촌동역4번출구(25-246) - (지선)3214 , 3316 , 3412 , 3413 , (마을)7-1",,,,,,,,,,,,,,,,
Sijang_gankdong_002,Y,길동복조리시장,일반시장,,강동구,강동구 천호대로187길 61,강동구 길동 397-3,,KOR,127.142871696,37.537095457,1,#0000FF,L,4,477-5162,http://blog.naver.com/gdsijang,,,http://economy.seoul.go.kr/files/2015/07/55b57b44002bc7.34301883.jpg,,,,,서울형 신시장,"전통시장의 경쟁력을 강화하기 위해 시장 특성에 맞는 활성화 방안을 마련, 새로운 시장 모델을 만들어가는 곳",면적(㎡),2050,점포수(개),118,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"마늘떡볶이, 유경정육점·식당(한우), 함흥냉면",주변 버스정류소,"길동역3번출구(25-241) - (간선)N30, (지선)2312, 3413, (공항)6300",,,,,,,,,,,,,,,,
Sijang_gankdong_001,Y,암사종합시장,일반시장,,강동구,강동구 성암로11길 25,강동구 암사동,,KOR,127.129186448,37.551111973,1,#0000FF,L,4,442-1040,http://amsamarket.com,,,http://economy.seoul.go.kr/files/2015/07/55b57ac0b7e6f3.73179497.jpg,,,,,문화관광형 시장(2013),지역의 문화·관광·특산품 등과 연계해 관광과 쇼핑이 가능한 시장으로 육성,면적(㎡),17394,점포수(개),105,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"농수산물, 공산품, 빈대떡, 순대, 떡볶이 등 판매 / 각종 부침개 및 빈대떡 (즉석에서 맷돌로 갈은 녹두로 만든 녹두전, 김치빈대떡 등)",주변 버스정류소,암사종합시장(25-568) - (마을)강동02,,,,,,,,,,,,,,,,
Sijang_gangs_012,Y,송화골목시장,일반시장,,강서구,강서구 내발산1길 43,강서구 내발산동 723-6,,KOR,126.83554706,37.548328907,1,#0000FF,L,4,2696-5225,http://songhwasijang.com,,,http://economy.seoul.go.kr/files/2015/07/55b96a200a2d01.73662455.jpg,,,,,,,면적(㎡),26319,점포수(개),56,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"야채, 과일, 정육, 수산, 반찬",주변 버스정류소,송화시장(16-718) - (마을)강서05,,,,,,,,,,,,,,,,
Sijang_gangs_011,Y,화곡본동시장,일반시장,,강서구,까치산로 35,강서구 화곡동 98-45,,KOR,126.844113761,37.542881727,1,#0000FF,L,4,2698-0779,http://www.bondongsijangtong.or.kr,,,http://economy.seoul.go.kr/files/2015/07/55b96aafd17139.15859021.jpg,,,,,,,면적(㎡),5804.9,점포수(개),51,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"영양족발(족발), 부산어묵(튀김), 화곡슈퍼(생필품), 우리농수산물(야채), 제일수산(수산물)",주변 버스정류소,"화곡본동시장(16-146) - (일반)70 , 70-2 , 70-3 , (간선)604 , 606 , 650 , 652 , 673 , (지선)5712 , 6514 , 6627 , 6629 ",,,,,,,,,,,,,,,,
Sijang_gangs_010,Y,화곡중앙골목시장,일반시장,,강서구,월정로30길 63,강서구 화곡동 370-37,,KOR,126.839328831,37.53507623,1,#0000FF,L,4,2065-7212,http://www.jungangsijang.net,,,http://economy.seoul.go.kr/files/2015/07/55b96c083a0a69.38714284.jpg,,,,,,,면적(㎡),9436,점포수(개),66,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"농,수,축산품,공산품,생활용품 / 즉석 참기름,대박족발",주변 버스정류소,"화곡중앙골목시장(16-707) - (간선)604, 652, (지선)5712 , 6628 , 6630 ",,,,,,,,,,,,,,,,
Sijang_gangs_009,Y,방신재래시장,일반시장,,강서구,강서구 방신길 19,강서구 방화동 575-6,,KOR,126.812023088,37.572350272,1,#0000FF,L,4,2666-4080,http://www.bangsinsijang.com,,,http://economy.seoul.go.kr/files/2015/07/55b969f69e2390.69108462.jpg,,,,,,,면적(㎡),6963,점포수(개),123,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"청과, 야채, 정육, 생선",주변 버스정류소,방신시장입구(16-373) - (지선)6647,,,,,,,,,,,,,,,,
Sijang_gangs_008,Y,남부골목시장,일반시장,,강서구,강서구 남부시장길 26,강서구 화곡동 801-7,,KOR,126.860244406,37.533180198,1,#0000FF,L,4,2646-5656,http://www.nambusijang.co.kr,,,http://economy.seoul.go.kr/files/2015/07/55b969b59d3fa9.45246301.jpg,,,,,,,면적(㎡),21776,점포수(개),153,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"화곡동남부시장(16-180) - (지선)6628 , 6630 , 6714 , 6716 ",,,,,,,,,,,,,,,,
Sijang_gangs_007,Y,까치산시장,일반시장,,강서구,강서구 담소1길 3,강서구 화곡동 342-31,,KOR,126.84766961,37.531265098,1,#0000FF,L,4,2606-4500,http://까치산시장.kr,,,http://economy.seoul.go.kr/files/2015/07/55b969690fcb15.50219863.jpg,,,,,,,면적(㎡),26139,점포수(개),119,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"천안명물 꽈배기, 소문난가마솥순대국집(당일수제 편육 및 진한육수),전통 미래떡집, 한약재 족발집.서울마님죽집",주변 버스정류소,"화곡8동주민센터,까치산시장(16-185) - (지선)6628 , 6630 , 6714 , 6716 ",,,,,,,,,,,,,,,,
Sijang_gangs_006,Y,등마루시장,일반시장,,강서구,화곡로68길 120,강서구 등촌동 637-10,,KOR,126.860252156,37.556656133,1,#0000FF,L,4,3661-8993,,,,,,,,,,,면적(㎡),2325,점포수(개),7,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"강서소방서, 이마트(16-256) - (간선0670, 672, (지선)6645",,,,,,,,,,,,,,,,
Sijang_gangs_005,Y,화곡중앙시장,일반시장,,강서구,월정로30길 69,강서구 화곡동 370-76,,KOR,126.839528952,37.535358642,1,#0000FF,L,4,2602-5757,,,,,,,,,,,면적(㎡),1939,점포수(개),6,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"화곡동대림아파트,화곡중앙시장(16-196) - (간선)604, 652, (지선)5712 , 6628 , 6630 ",,,,,,,,,,,,,,,,
Sijang_gangs_004,Y,신월중앙시장,일반시장,,강서구,강서로54길 109,강서구 등촌동 667-9,,KOR,126.844741351,37.558713431,1,#0000FF,L,4,2693-3704,,,,,,,,,,,면적(㎡),1943,점포수(개),11,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"화곡동유림아파트(16-189) - (간선)652, 653",,,,,,,,,,,,,,,,
Sijang_gangs_003,Y,대원종합시장,일반시장,,강서구,화곡로21길 78,강서구 화곡동 1023,,KOR,126.836459321,37.544484521,1,#0000FF,L,4,2695-5751,,,,,,,,,,,면적(㎡),2739,점포수(개),28,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"대원시장(16-210) - (간선)652 , 661 , (지선)6629 , 6630 , 6657 , (마을)강서06",,,,,,,,,,,,,,,,
Sijang_gangs_002,Y,남부화곡시장,일반시장,,강서구,등촌로5길 80,강서구 화곡동 830-1,,KOR,126.858932208,37.533068015,1,#0000FF,L,4,2651-5554,,,,,,,,,,,면적(㎡),2314,점포수(개),19,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"남부시장(16-734) - (마을)강서02, 강서03",,,,,,,,,,,,,,,,
Sijang_gangs_001,Y,공항시장,일반시장,,강서구,방화동로3길 7,강서구 방화동 620-130,,KOR,126.808451326,37.562732638,1,#0000FF,L,4,2662-2751,,,,,,,,,,,면적(㎡),3582,점포수(개),7,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"공항시장(16-119) - (일반)71, (간선)605 , 642 , N26 , (지선)6629 , 6631 , 6647 , 6712 ",,,,,,,,,,,,,,,,
Sijang_gangnam_010,Y,은마종합상가,일반시장,,강남구,삼성로 212,강남구 대치동 316,,KOR,127.0636272,37.4953739,1,#0000FF,L,4,556-9323,,,,,,,,,,,면적(㎡),28723,점포수(개),477,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"은마아파트(23-233) - (간선)143 , 333 , 420 , 461 , (지선)2413 , 3011 , 3425 , 4412 ",,,,,,,,,,,,,,,,
Sijang_gangnam_009,Y,도곡시장,일반시장,,강남구,선릉로 311,강남구 역삼동 765-7,,KOR,127.052055586,37.49732594,1,#0000FF,L,4,,,,,,,,,,,,면적(㎡),850,점포수(개),69,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"한티역(23-309) - (간선)147, 242, 472, (지선)3422, 3426, 6411, (직행)9414",,,,,,,,,,,,,,,,
Sijang_gangnam_008,Y,공무원연금매장 상록스토아 개포점,일반시장,,강남구,영동대로4길 7,강남구 일원동 613,,KOR,127.0745415,37.4894196,1,#0000FF,L,4,,,,,,,,,,,,면적(㎡),4886,점포수(개),72,형태(골목/건물/상점가),상점가,취급상품(일반/전문),일반시장,대표상품,휴대전화 및 각종 모바일 용품 취급 전문,주변 버스정류소,"연금매점(23-362) - (간선)333 , 401 , N37, (지선)3413 , 4412 , 4419 , (직행)9407 , 9507 , 9607 , (마을)강남06",,,,,,,,,,,,,,,,
Sijang_gangnam_007,Y,개포2동 중심상가,일반시장,,강남구,강남구 개포로 512,강남구 개포동 186-17,,KOR,127.068825333,37.48930851,1,#0000FF,L,4,3412-3417,,,,,,,,,,,면적(㎡),12099,점포수(개),266,형태(골목/건물/상점가),상점가,취급상품(일반/전문),일반시장,대표상품,휴대전화 및 각종 모바일 용품 취급 전문,주변 버스정류소,개포5단지상가(23-356) - (간선)402,,,,,,,,,,,,,,,,
Sijang_gangnam_006,Y,강남역 지하도상가,일반시장,,강남구,강남구 테헤란로 101,강남구 역삼동 821-1,,KOR,127.02804687,37.498619822,1,#0000FF,L,4,553-1898,,,,,,,,,,,면적(㎡),12099,점포수(개),224,형태(골목/건물/상점가),지하도상가,취급상품(일반/전문),일반시장,대표상품,휴대전화 및 각종 모바일 용품 취급 전문,주변 버스정류소,강남역(22-339) - (간선)340,,,,,,,,,,,,,,,,
Sijang_gangnam_005,Y,청담삼익시장,일반시장,,강남구,강남구 학동로 101길 26,강남구 청담동 134-20,,KOR,127.057607075,37.522438568,1,#0000FF,L,4,547-0225,,,,,,,,,,,면적(㎡),5685,점포수(개),165,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"우리은행청담지점,청담삼익아파트(23-171) - (간선)143 , 146 , 352 , N61, (지선)2413 , 3217 , 4318 , (직행)9407 , 9507 ",,,,,,,,,,,,,,,,
Sijang_gangnam_004,Y,신사상가,일반시장,,강남구,강남구 압구정로29길 72-1,강남구 압구정동 454,,KOR,127.028382761,37.53228287,1,#0000FF,L,4,542-5844,,,,,,,,,,,면적(㎡),2931,점포수(개),84,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"현대아파트(23-148) - (간선)143 , 148 , 240 , 301 , 351 , 352 , 440 , 463 , 472 , (지선)3011 , 4318 , 4412 , 4419 , (직행)9407 , 9507 ",,,,,,,,,,,,,,,,
Sijang_gangnam_003,Y,논현종합시장,일반시장,,강남구,강남구 봉은사로33길 33,강남구 논현동 227-4,,KOR,127.034744992,37.510015695,1,#0000FF,L,4,549-3938,,,,,,,,,,,면적(㎡),2439,점포수(개),80,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"강남YMCA앞(23-142) - (간선)141 , 242 , (지선)6411, (직행)3600",,,,,,,,,,,,,,,,
Sijang_gangnam_002,Y,영동전통시장,일반시장,,강남구,학동로4길 29,강남구 논현동 140-23,,KOR,127.0236759,37.5097044,1,#0000FF,L,4,2265-9614,http://www.ydmarket.kr,,,,,,,,,,면적(㎡),39954,점포수(개),119,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"영동시장논현역(23-123) - (지선)3412, 4412, (마을)서초03",,,,,,,,,,,,,,,,
Sijang_gangnam_001,Y,강남시장,일반시장,,강남구,강남구 압구정로2길 46,강남구 신사동 510-11,,KOR,127.020673516,37.518763832,1,#0000FF,L,4,542-1754,,,,,,,,,,,면적(㎡),4856,점포수(개),100,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"신사역사거리(23-109) - (간선)240, (지선)4412, (광역)9404",,,,,,,,,,,,,,,,
Sijang_gangbuk_018,Y,방천골목시장,일반시장,,강북구,월계로7나길 9,강북구 미아동 52-56,,KOR,127.033345218,37.61257977,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/07/559f59b05549a8.04668834.jpg,,,,,,,면적(㎡),4993,점포수(개),54,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"방천시장입구(09-304) - (간선)120, (지선)1124",,,,,,,,,,,,,,,,
Sijang_gangbuk_017,Y,번동북부골목시장,일반시장,,강북구,한천로123길 27,강북구 번동 411-18,,KOR,127.030425551,37.635934958,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/07/559f597c719828.26062677.jpg,,,,,,,면적(㎡),1077,점포수(개),17,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"강북경찰서입구(09-148) - (간선)102, (지선)1124 , 1133 , 1218 ",,,,,,,,,,,,,,,,
Sijang_gangbuk_016,Y,수유중앙골목시장,일반시장,,강북구,노해로17길 16,강북구 수유동 38-18,,KOR,127.021491071,37.640742044,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/07/559f59246df7d4.80686709.jpg,,,,,,,면적(㎡),4438,점포수(개),28,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,수유중앙시장(09-313) - (간선)710,,,,,,,,,,,,,,,,
Sijang_gangbuk_015,Y,장미원골목시장,일반시장,,강북구,삼양로123길 9,강북구 수유동 313-1,,KOR,127.015182277,37.644655083,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/07/559f532e1e37f5.59913668.jpg,,,,,,,면적(㎡),11624,점포수(개),94,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"인수동장미원(09-120) - (간선)104 , 109 , 144 , (지선)1144 , 1166 , 1218 ",,,,,,,,,,,,,,,,
Sijang_gangbuk_014,Y,강북종합전통시장(구)강북종합골목시장,일반시장,,강북구,한천로144길 26,강북구 수유동 175-61,,KOR,127.026274838,37.642026352,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/07/55a46fc667a850.02588755.jpg,,,,,,,면적(㎡),5504,점포수(개),88,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,강북종합시장(09-804) - (마을)강북01,,,,,,,,,,,,,,,,
Sijang_gangbuk_013,Y,우이골목시장,일반시장,,강북구,노해로23길 76,강북구 수유동 270-120,,KOR,127.019616727,37.646223099,1,#0000FF,L,4,902-3071,,,,http://economy.seoul.go.kr/files/2015/07/559f52e3f3a5f0.40770409.jpg,,,,,,,면적(㎡),4775,점포수(개),67,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"수유2동주민센터,우이시장(09-126) - (간선)120 , 153 , (지선)1119 , 1126 , 1165 , 1218 ",,,,,,,,,,,,,,,,
